|id|date|time|tweet|cleaned_text|Subjectivity|Polarity|Analysis_Polarity|Analysis_Subjectivity|label
22397|1.55214E+18|26-07-2022|23.43.37|@ZelenskyyUa @LuisLacallePou After the war Russia is going to owe Ukraine 600 billion USD or 22015860000 of the Ukrainian currency|war russia going owe ukraine 600 billion usd 22015860000 ukrainian currency|0|0|Neutral|Fact|spam
22426|1.55213E+18|26-07-2022|23.23.41|@BBSimons 90.8/2730 = 3.3%. Just this relatively insignificant effect and govt is all over the place blaming the Russia-Ukraine war on the country's predicaments?🤔🤔. It's very obvious that govt's economic policies and social intervention programs ar|9082730 33 relatively insignificant effect govt place blaming russiaukraine war country predicament obvious govts economic policy social intervention program poorly designed strategized|0.273333333|-0.033333333|Negative|Opinion|spam
22464|1.55213E+18|26-07-2022|23.02.04|in Donbass: According to Polish intelligence on Telegram channel “Welders”, every day Ukraine has to receive irreparable losses. AFU's daily losses exceeded 300 people.  Kiev government officials concealed the true damage in the war with Russia to avoid a full-blown social crisis  https://t.co/hpXAH4iewL|donbas according polish intelligence telegram channel welder every day ukraine receive irreparable loss afus daily loss exceeded 300 people kiev government official concealed true damage war russia avoid fullblown social crisis|0.238888889|0.127777778|Positive|Opinion|spam
22473|1.55213E+18|26-07-2022|22.56.41|26-July-22:  Daily attacks on civilian areas continue in Russia Ukraine War  https://t.co/BnGH23ZkBe via @YouTube of @PLnewstoday   #Ukraine #UkraineWar  @EvaKBartlett @VanessaBeeley @jacksonhinklle @wyattreed13 @iEarlGreyTV @jimmy_dore @spriteer_774400|26july22 daily attack civilian area continue russia ukraine war via ukraine ukrainewar dore 774400|0|0|Neutral|Fact|spam
22501|1.55212E+18|26-07-2022|22.45.07|@Edgaranto1988 @dima7b @Eraxite1 @RobinBrooksIIF Ok Mr. 11 followers. Ukraine was at peace everywhere except where Russia controlled border and sent its killers to make war in 2014.|ok mr 11 follower ukraine peace everywhere except russia controlled border sent killer make war 2014|0.5|0.5|Positive|Opinion|spam
22517|1.55212E+18|26-07-2022|22.38.52|@JamestNichols @omidelry @loganclarkhall @LisaMarieBoothe never said Russia is the good guy. War is war. There are always 2 sides. Ukraine is not even a NATO country. Why we defending them?! I mean other than the fact they own the Bidens. . What about Rwa|never said russia good guy war war always 2 side ukraine even nato country defending mean fact bidens rwandan genocide 800k dead r assisting|0.5625|0.0625|Positive|Opinion|spam
22533|1.55212E+18|26-07-2022|22.30.05|There are fears in Ukraine that it may lose 150,000 cows, a third of its national herd, if the war with Russia does not stop by the end of this year.   https://t.co/0XBvnOQ7Ud  https://t.co/dMWY72bes4|fear ukraine may lose 150000 cow third national herd war russia stop end year|0.083333333|-0.066666667|Negative|Opinion|spam
22555|1.55212E+18|26-07-2022|22.16.59|Story of Indian economic success nicely articulated by young researchers @Nancysh_10 &amp; @gudhate_pratik in @theraisinahills   India leads from the front as we recover from Covid-19 impact and ongoing Russia-Ukraine war.|story indian economic success nicely articulated young researcher 10 amp pratik india lead front recover covid19 impact ongoing russiaukraine war|0.4|0.3|Positive|Opinion|spam
22577|1.55211E+18|26-07-2022|22.08.20|@BookmanVFX @Vendvision2003 @Cai49044571 @SPACEdotcom I was in Kiev Ukraine in 2015 during last war in the east and can confirm what you say is true from those I met, they don’t want to have anything to do with Russia in Kiev and west they want to be pa|kiev ukraine 2015 last war east confirm say true met want anything russia kiev west want part europe|0.358333333|0.175|Positive|Opinion|spam
22615|1.55211E+18|26-07-2022|21.49.11|Kharkiv // Summer 2022   This week Russia’s war in Ukraine surpassed 6 months. For more than 150 days the Ukrainian people have been under constant siege; though we tally the dead, the displaced and the dismembered the actual toll remains incalculable. O…  https://t.co/KMEQiMYi3Y  https://t.co/8TCoHROnPY|kharkiv summer 2022 week russia war ukraine surpassed 6 month 150 day ukrainian people constant siege though tally dead displaced dismembered actual toll remains incalculable |0.383333333|-0.05|Negative|Opinion|spam
22663|1.5521E+18|26-07-2022|21.20.16|@drclowntown @mgcanmore @tass_agency Russia has killed more people in Donbas since 2014 than Ukraine. All those forced conscripts that died during this current war.   We are talking about less than 500 deaths since 2014 in Donbas, until this war started.|agency russia killed people donbas since 2014 ukraine forced conscript died current war talking le 500 death since 2014 donbas war started|0.2|-0.166666667|Negative|Opinion|spam
22669|1.5521E+18|26-07-2022|21.16.48|@RT_com More than 2,000 arrested at anti-war protests in Russia Rights watchdog says more than 5,000 demonstrators detained across the country since President Putin launched the war on Ukraine.  https://t.co/XhGuCQnjXT| 2000 arrested antiwar protest russia right watchdog say 5000 demonstrator detained across country since president putin launched war ukraine|0.535714286|0.285714286|Positive|Opinion|spam
22690|1.5521E+18|26-07-2022|21.04.34|CoViD is so 2019.  Now there’s Marburg.  Sequel to Monkeypox.  There hasn’t been a “war” since Ukraine v. Russia.  Wonder why…#lemmings #tabloidfodder #tRump #diditall|covid 2019 marburg sequel monkeypox war since ukraine v russia wonder lemming tabloidfodder trump diditall|0|0|Neutral|Fact|spam
22767|1.55209E+18|26-07-2022|20.32.48|@GeraldKutney @WBrettWilson From 60-75% of their energy is derived from fossil fuels &amp; is still far too dependent on Russia, a country that is controlling the taps. It's high time to move to renewables &amp; stop funding Russia's war on Ukraine.|6075 energy derived fossil fuel amp still far dependent russia country controlling tap high time move renewables amp stop funding russia war ukraine|0.77|0.13|Positive|Opinion|spam
22777|1.55209E+18|26-07-2022|20.27.52|Ezra A. Cohen, [7/26/2022 8:26 PM]  https://t.co/2Fp8M6rCUs A leader in Russia said the goal in Ukraine is to get rid of the current government. The war between the two countries has lasted several months.|ezra cohen 7262022 826 pm leader russia said goal ukraine get rid current government war two country lasted several month|0.2|0|Neutral|Opinion|spam
22786|1.55209E+18|26-07-2022|20.22.47|@adream608 @Schweinzig @mtracey Yeah, that was when the ongoing Ukraine war started. That was when Russia forcefully annexed Crimea. There has been hostility in Donbas ever since. Tens of thousands of people were killed between 2014 and 2022. Do you reall|yeah ongoing ukraine war started russia forcefully annexed crimea hostility donbas ever since ten thousand people killed 2014 2022 really know|0.066666667|0|Neutral|Opinion|spam
22794|1.55209E+18|26-07-2022|20.19.01|@CTVNews Negotiate Peace with Russia now will be favouring Russia but must be ended! Our costs for fuel will DROP and all countries will benefit! War is killing 100 Ukraine and wounding 400 per day! We can’t fight this war and can only give $ and weapon|negotiate peace russia favouring russia must ended cost fuel drop country benefit war killing 100 ukraine wounding 400 per day fight war give weapon must borrow usa help|0|0|Neutral|Fact|spam
22818|1.55208E+18|26-07-2022|20.08.20|Live Russia-Ukraine War News - The New York Times2612591331042769786 http://1newsforall.blogspot.com/2022/07/live-russia-ukraine-war-news-new-york.html|live russiaukraine war news new york times2612591331042769786|0.477272727|0.136363636|Positive|Opinion|spam
22844|1.55208E+18|26-07-2022|19.54.27|BBC News has gained access to institutions in Ukraine where widespread abuse and mistreatment of disabled people has been uncovered. Around 100,000 children and young people live in these institutions, which pre-date the war with Russia.  # # # # #   https://t.co/lhbgcZ8P7z|bbc news gained access institution ukraine widespread abuse mistreatment disabled people uncovered around 100000 child young people live institution predate war russia|0.4|0.012121212|Positive|Opinion|spam
22881|1.55208E+18|26-07-2022|19.35.48|Meta History Museum Raised Over $1,000,000, Releases New NFT Collection in Support of Ukraine  The META HISTORY project team created Ukraine’s first NFT war museum one month after Russia’s full-scale invasion. Since then they have managed to raise $1,290,398  https://t.co/ueX3o8R92p|meta history museum raised 1000000 release new nft collection support ukraine meta history project team created ukraine first nft war museum one month russia fullscale invasion since managed raise 1290398|0.393939394|0.193181818|Positive|Opinion|spam
22894|1.55207E+18|26-07-2022|19.30.13|The META HISTORY project team created Ukraine’s first #NFT war museum one month after Russia’s full-scale invasion. Since then they have managed to raise 800+ ETH for the Aid For Ukraine crypto fund. What do you think?   Read more:  https://t.co/nmcVaQHvOY  https://t.co/B3HkgM3ghs|meta history project team created ukraine first nft war museum one month russia fullscale invasion since managed raise 800 eth aid ukraine crypto fund think read|0.333333333|0.25|Positive|Opinion|spam
22901|1.55207E+18|26-07-2022|19.28.45|"@TradNorm @AioliChowder @jacobin Ukraine has been in war since 2014, when Russia sent Igor Girkin and armed ""volunteers"" to manufacture an independentist movement."|ukraine war since 2014 russia sent igor girkin armed volunteer manufacture independentist movement|0|0|Neutral|Fact|spam
22902|1.55207E+18|26-07-2022|19.28.02|On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War that began in 2014. The invasion caused Europe's largest refugee crisis since World War II  https://t.co/HqRfwQtGNr|24 february 2022 russia invaded ukraine major escalation russoukrainian war began 2014 invasion caused europe largest refugee crisis since world war ii|0.5|0.0625|Positive|Opinion|spam
22907|1.55207E+18|26-07-2022|19.26.51|@BrakemanD @jimsciutto Paul Manafort was the mentor for Yanukovych who finally won Prez of UK in 2010, to be exiled to Russia in 2014. He is sitting w Putin during this Ukraine war, waiting to be reinstalled.  No relationship?  https://t.co/PQTPMJ2XRE|paul manafort mentor yanukovych finally prez uk 2010 exiled russia 2014 sitting w putin ukraine war waiting reinstalled relationship|1|0|Neutral|Opinion|spam
22917|1.55207E+18|26-07-2022|19.21.13|I said and I repeat. US triggered the New Cold War (US vs Russia) in 2007, escalated by Russia in 2014 (Crimea invasion), it is now a Freezing War (G5 vs China-Russia) in which Ukraine has become marginal, irrelevant.  https://t.co/IuOuTvrg5w|said repeat u triggered new cold war u v russia 2007 escalated russia 2014 crimea invasion freezing war g5 v chinarussia ukraine bee marginal irrelevant|0.818181818|-0.321212121|Negative|Opinion|spam
22922|1.55207E+18|26-07-2022|19.17.11|SANCTION 100,000 PUTIN LOYALISTS AND END THE WAR: The Russian elite are leading consumers of every imaginable Western luxury. Will they remain as supportive of Putin’s Ukraine invasion if they find themselves excluded from Europe and confined to Russia?   https://t.co/huL4goLJDW|sanction 100000 putin loyalist end war russian elite leading consumer every imaginable western luxury remain supportive putin ukraine invasion find excluded europe confined russia|0.333333333|0.166666667|Positive|Opinion|spam
22944|1.55207E+18|26-07-2022|19.08.22|@ZubyMusic Two American sponsored revolutions, 2004 and 2014, in an attempt to align Ukraine with the West rather then Russia. To alienate Russia.  After years of violently and legislatively suppressing Russians and other ethnic minorities. War was the on|two american sponsored revolution 2004 2014 attempt align ukraine west rather russia alienate russia year violently legislatively suppressing russian ethnic minority war way|0.333333333|-0.266666667|Negative|Opinion|spam
22972|1.55207E+18|26-07-2022|18.58.39|Sanction 100,000 Putin loyalists and end the war: the Russian elite are leading consumers of every imaginable Western luxury. Will they be as supportive of Putin’s Ukraine invasion if they find themselves excluded from Europe and confined to Russia?   https://t.co/huL4goLJDW|sanction 100000 putin loyalist end war russian elite leading consumer every imaginable western luxury supportive putin ukraine invasion find excluded europe confined russia|0.333333333|0.166666667|Positive|Opinion|spam
